Player,POS,Team,Pass Yds,Pass TDs,INT,Rush Yds,Rush TDs,REC,Rec Yds,Rec TDs,Rookie,Bust%,FL,adp_standard,stdev_standard,adp_half,stdev_half,adp_ppr,stdev_ppr,adp_2qb,stdev_2qb,bye,playoff_sos_pctl,playoff_sos_label
Marquise Brown,WR,PHI,0.1,0.0,0.0,3.9,0.0,55.4,664.3,4.7,False,,1.5,,,,,,,,,,27.1,Tough
Tank Dell,WR,HOU,0.2,0.0,0.0,37.7,0.2,51.8,663.9,4.2,False,,1.5,139.5,13.1,140.5,10.2,146.6,13.4,159.5,12.8,8.0,41.7,Neutral
Kayshon Boutte,WR,NE,0.1,0.0,0.0,2.8,0.0,46.5,684.0,5.1,False,,1.5,154.2,16.1,165.2,26.6,173.4,15.2,,,11.0,33.9,Tough
Ty Simpson,QB,LA,1799.1,8.8,7.1,176.1,1.9,0.0,0.0,0.0,True,21.0,1.5,,,,,,,,,,71.9,Easy
Davante Adams,WR,LA,0.1,0.0,0.0,1.5,0.0,42.4,543.0,7.7,False,,1.5,34.8,4.4,39.7,4.0,41.5,4.0,53.2,5.9,11.0,56.2,Neutral
Makai Lemon,WR,PHI,0.0,0.0,0.0,9.8,0.0,53.9,686.2,4.2,True,12.0,1.5,91.5,8.6,101.1,9.3,108.5,8.9,112.4,10.3,10.0,27.1,Tough
Brady Cook,QB,NYJ,2037.0,10.2,12.1,152.6,1.4,0.1,0.4,0.0,False,,1.5,,,,,,,,,,33.3,Tough
Troy Franklin,WR,DEN,0.1,0.0,0.0,19.2,0.1,54.9,604.8,5.2,False,,1.5,,,,,,,,,,43.8,Neutral
Quinn Ewers,QB,MIA,1782.8,10.5,6.7,116.1,1.2,0.9,3.5,0.2,False,,1.5,,,,,,,,,,19.8,Tough
Jauan Jennings,WR,MIN,0.1,0.0,0.0,2.2,0.0,49.2,595.4,6.0,False,,1.5,148.2,15.4,147.2,12.6,147.7,13.7,158.0,13.1,6.0,77.1,Easy
David Montgomery,RB,HOU,2.3,0.8,0.0,521.3,6.7,17.7,142.6,0.2,False,,1.5,60.9,6.5,64.5,7.1,66.4,8.2,75.4,7.7,8.0,41.7,Neutral
Tyler Warren,TE,IND,0.1,0.0,0.0,11.1,0.2,58.9,612.9,4.4,False,,1.5,82.1,8.2,72.4,12.3,65.4,10.4,89.7,9.0,13.0,66.7,Easy
George Kittle,TE,SF,0.1,0.0,0.0,1.9,0.0,51.7,604.6,5.4,False,,1.5,125.8,16.2,112.6,16.0,115.1,19.4,125.1,18.3,8.0,14.6,Tough
Xavier Worthy,WR,KC,0.1,0.0,0.0,70.4,0.4,51.5,619.7,3.5,False,,1.5,87.1,6.3,100.9,9.6,105.9,9.1,105.7,7.0,5.0,43.8,Neutral
Woody Marks,RB,HOU,0.1,0.0,0.0,605.2,2.9,22.7,178.8,1.8,False,,1.5,142.6,21.9,145.3,17.4,149.2,16.2,152.7,17.3,8.0,41.7,Neutral
Josh Johnson,QB,CIN,1854.3,9.7,6.5,106.9,1.2,0.0,0.2,0.0,False,,1.5,,,,,,,,,,46.9,Neutral
Jordan Mason,RB,MIN,0.1,0.0,0.0,709.8,4.9,14.4,90.0,0.2,False,,1.5,112.7,18.1,118.7,15.5,122.8,15.4,124.5,16.7,6.0,71.9,Easy
Phil Mafah,RB,DAL,0.3,0.0,0.0,534.8,4.5,25.9,186.4,0.9,False,,1.5,,,,,,,,,,43.8,Neutral
Mitchell Trubisky,QB,TEN,1363.5,11.8,2.5,120.2,1.3,0.1,0.2,0.0,False,,1.5,,,,,,,,,,64.6,Neutral
Tony Pollard,RB,TEN,0.1,0.0,0.0,695.6,3.1,23.6,152.8,0.2,False,,1.5,64.6,6.0,66.2,6.4,65.5,7.5,83.5,6.5,9.0,41.7,Neutral
Kenny Pickett,QB,CAR,1624.0,10.3,6.7,143.7,1.5,0.1,0.3,0.0,False,,1.5,,,,,,,,,,59.4,Neutral
Kyle Pitts,TE,ATL,0.1,0.0,0.0,0.5,0.0,60.4,647.7,3.5,False,,1.5,95.6,12.4,82.2,7.6,78.3,8.6,110.3,12.6,11.0,71.9,Easy
Tory Horton,WR,SEA,0.2,0.0,0.0,6.5,0.0,36.6,451.2,8.6,False,,1.5,,,,,169.4,16.0,,,11.0,38.0,Neutral
Chris Godwin Jr.,WR,TB,0.1,0.0,0.0,5.0,0.0,54.7,628.3,4.1,False,,1.5,88.1,9.2,95.8,8.5,92.4,8.9,107.7,8.8,10.0,58.3,Neutral
Jaylen Waddle,WR,DEN,5.1,0.0,0.0,14.8,0.1,48.8,661.6,3.5,False,,1.5,53.6,6.5,51.8,6.7,48.9,5.8,73.1,7.5,10.0,43.8,Neutral
Rashid Shaheed,WR,SEA,0.1,0.0,0.0,40.9,0.2,51.6,639.0,3.0,False,,1.5,96.2,7.2,112.9,7.2,121.9,10.3,122.4,14.3,11.0,38.0,Neutral
Tyquan Thornton,WR,KC,0.2,0.0,0.0,4.4,0.0,34.7,586.3,6.0,False,,1.5,,,,,186.3,11.9,,,5.0,43.8,Neutral
Dallas Goedert,TE,PHI,0.1,0.0,0.0,0.6,0.0,50.0,506.3,6.1,False,,1.5,101.7,9.1,102.4,15.4,103.9,18.6,118.1,17.5,10.0,62.5,Neutral
Gardner Minshew,QB,ARI,1815.9,9.5,8.7,115.9,1.1,0.1,0.2,0.0,False,,1.5,,,,,,,,,,59.4,Neutral
Jalen McMillan,WR,TB,0.1,0.0,0.0,20.3,0.1,44.9,585.3,4.6,False,,1.5,139.9,11.0,140.6,12.5,152.8,13.8,152.0,14.0,10.0,58.3,Neutral
Mike Evans,WR,SF,0.1,0.0,0.0,2.0,0.0,43.4,555.2,5.5,False,,1.5,57.5,7.4,57.9,5.8,59.4,6.8,78.8,8.3,8.0,25.5,Tough
Brenton Strange,TE,JAX,0.1,0.0,0.0,0.8,0.0,56.0,609.5,3.5,False,,1.5,165.8,8.6,156.5,25.9,165.0,17.5,141.6,14.9,7.0,56.2,Neutral
Tank Bigsby,RB,PHI,0.1,0.0,0.0,627.8,5.4,10.1,77.5,0.3,False,,1.5,149.7,14.8,159.8,43.0,154.1,18.2,170.2,11.8,10.0,33.3,Tough
Jake Tonges,TE,SF,0.2,0.0,0.0,1.6,0.0,56.1,509.9,5.1,False,,1.5,,,,,,,,,,14.6,Tough
Tyler Allgeier,RB,ARI,0.1,0.0,0.0,561.6,6.4,12.1,85.3,0.1,False,,1.5,149.7,18.2,147.4,30.1,164.3,23.3,149.3,25.2,14.0,68.8,Easy
Tyjae Spears,RB,TEN,0.1,0.0,0.0,379.1,2.8,41.2,269.7,0.7,False,,1.5,156.2,20.2,146.1,14.5,129.6,10.6,143.5,19.6,9.0,41.7,Neutral
Hunter Henry,TE,NE,0.1,0.0,0.0,0.5,0.0,48.6,557.3,4.4,False,,1.5,153.7,33.3,161.0,29.2,156.6,22.0,144.7,16.9,11.0,53.1,Neutral
DeMario Douglas,WR,NE,0.1,0.0,0.0,29.4,0.1,48.3,585.1,3.3,False,,1.5,,,,,,,,,,33.9,Tough
Colby Parkinson,TE,LA,0.1,0.0,0.0,0.6,0.0,45.1,431.5,6.7,False,,1.5,,,,,,,,,,61.5,Neutral
Tyson Bagent,QB,CHI,1450.0,8.8,4.4,134.9,1.3,0.1,0.4,0.0,False,,1.5,,,,,,,,,,40.6,Neutral
Efton Chism III,WR,NE,0.5,0.0,0.0,12.0,0.1,44.1,597.4,3.7,False,,1.5,,,,,,,,,,33.9,Tough
MarShawn Lloyd,RB,GB,0.3,0.0,0.0,509.3,3.5,22.9,164.0,0.8,False,,1.5,,,,,140.0,22.1,,,11.0,52.1,Neutral
Trey Lance,QB,LAC,1556.9,7.1,5.9,219.5,0.6,0.1,0.4,0.0,False,,1.5,,,,,,,,,,60.4,Neutral
Samori Toure,WR,PHI,0.6,0.0,0.0,13.0,0.1,47.6,569.3,3.6,False,,1.5,,,,,,,,,,27.1,Tough
Luther Burden III,WR,CHI,0.2,0.0,0.0,27.5,0.1,48.5,644.7,1.9,False,,1.5,54.1,6.1,54.7,6.7,53.1,6.8,75.3,7.5,10.0,58.3,Neutral
Jerry Jeudy,WR,CLE,0.1,0.0,0.0,4.4,0.0,50.4,638.7,2.3,False,,1.5,131.2,10.9,134.4,8.2,134.7,10.1,151.0,14.7,11.0,83.3,Easy
Chig Okonkwo,TE,WAS,0.1,0.0,0.0,1.4,0.0,62.1,604.4,1.9,False,,1.5,,,,,162.2,18.8,148.7,24.5,7.0,35.4,Neutral
Isaac TeSlaa,WR,DET,0.2,0.0,0.0,4.6,0.0,28.3,376.3,8.4,False,,1.5,,,,,176.3,21.4,158.4,15.6,6.0,53.1,Neutral
Ryan Flournoy,WR,DAL,0.1,0.0,0.0,19.2,0.1,45.0,536.3,3.9,False,,1.5,,,,,176.7,19.0,153.4,11.1,14.0,61.5,Neutral
Dontayvion Wicks,WR,PHI,0.1,0.0,0.0,6.4,0.0,46.4,523.8,4.3,False,,1.5,,,,,176.0,19.2,,,10.0,27.1,Tough
James Conner,RB,ARI,0.1,0.0,0.0,450.7,3.9,21.5,161.6,1.1,False,,1.5,,,147.6,11.3,183.1,18.0,,,14.0,68.8,Easy
Jacob Saylors,RB,DET,0.3,0.0,0.0,505.3,3.4,21.8,158.5,0.7,False,,1.5,,,,,,,,,,58.3,Neutral
Sincere McCormick,RB,SF,0.2,0.0,0.0,551.4,2.2,23.7,164.4,0.8,False,,1.5,,,,,,,,,,35.4,Neutral
Cade Otton,TE,TB,0.1,0.0,0.0,1.3,0.0,58.9,575.8,2.3,False,,1.5,,,,,142.6,26.3,,,10.0,34.4,Tough
Darnell Mooney,WR,NYG,0.1,0.0,0.0,2.2,0.0,44.4,623.9,2.7,False,,1.5,164.2,10.2,,,185.2,15.2,,,8.0,75.0,Easy
Sean Tucker,RB,TB,0.1,0.0,0.0,409.2,6.7,13.0,92.3,0.6,False,,1.5,,,,,,,,,,39.6,Neutral
Isaac Guerendo,RB,SF,0.1,0.0,0.0,492.1,4.2,18.4,150.4,0.3,False,,1.5,,,,,,,,,,35.4,Neutral
Tre Tucker,WR,LV,0.1,0.0,0.0,38.1,0.2,44.7,539.3,3.2,False,,1.5,125.1,9.9,136.1,6.0,135.5,9.5,139.0,9.6,13.0,52.1,Neutral
Jawhar Jordan,RB,HOU,0.2,0.0,0.0,562.1,2.3,21.8,149.9,0.7,False,,1.5,,,,,,,,,,41.7,Neutral
Ulysses Bentley IV,RB,IND,0.3,0.0,0.0,487.6,3.4,21.8,158.6,0.7,False,,1.5,,,,,,,,,,68.8,Easy
Chris Oladokun,QB,KC,1381.7,8.4,3.6,114.2,1.1,0.1,0.3,0.0,False,,1.5,,,,,,,,,,33.3,Tough
Jahdae Walker,WR,CHI,0.4,0.0,0.0,9.8,0.0,42.2,535.0,4.0,False,,1.5,,,,,,,,,,58.3,Neutral
Derrick Henry,RB,BAL,0.1,0.0,0.0,566.9,5.4,6.7,57.9,0.2,False,,1.5,6.5,2.5,9.8,1.6,15.4,2.8,13.1,3.5,13.0,57.3,Neutral
Jacardia Wright,RB,SEA,0.3,0.0,0.0,498.2,3.3,20.5,149.4,0.7,False,,1.5,,,,,,,,,,59.4,Neutral
Amar Johnson,RB,LAC,0.3,0.0,0.0,477.7,3.2,21.8,159.4,0.8,False,,1.5,,,,,,,,,,56.2,Neutral
Patrick Taylor,RB,SF,0.2,0.0,0.0,470.7,3.9,19.0,139.9,0.7,False,,1.5,,,,,,,,,,35.4,Neutral
Kendall Milton,RB,CIN,0.3,0.0,0.0,475.5,3.3,21.0,152.7,0.8,False,,1.5,,,,,,,,,,58.3,Neutral
Jalen Coker,WR,CAR,6.0,0.0,0.0,2.9,0.0,44.2,560.1,3.2,False,,1.5,121.8,13.5,127.2,10.3,127.3,9.3,136.8,10.5,5.0,33.3,Tough
Blake Corum,RB,LA,0.1,0.0,0.0,565.4,4.5,11.2,75.3,0.1,False,,1.5,108.8,14.1,119.6,15.8,122.4,15.6,123.2,14.4,11.0,50.0,Neutral
Bhayshul Tuten,RB,JAX,0.1,0.0,0.0,405.0,5.5,15.3,113.8,0.8,False,,1.5,50.3,5.7,51.5,5.2,52.3,5.5,68.4,8.3,7.0,65.6,Easy
Juwan Johnson,TE,NO,0.1,0.0,0.0,0.5,0.0,52.9,584.8,2.0,False,,1.5,,,153.8,26.6,159.2,22.3,,,8.0,64.6,Neutral
Rashod Bateman,WR,BAL,0.1,0.0,0.0,2.7,0.0,36.4,496.4,4.8,False,,1.5,123.7,9.1,134.3,15.3,156.0,12.4,152.4,20.8,13.0,39.6,Neutral
Theo Johnson,TE,NYG,0.1,0.0,0.0,0.7,0.0,45.2,498.9,4.0,False,,1.5,,,,,,,,,,42.7,Neutral
Jacoby Jones,WR,WAS,0.5,0.0,0.0,12.6,0.1,42.4,540.8,3.2,False,,1.5,,,,,,,,,,42.7,Neutral
David Njoku,TE,LAC,0.1,0.0,0.0,0.7,0.0,50.4,441.0,4.4,False,,1.5,,,,,,,,,,63.5,Neutral
Brittain Brown,RB,CHI,0.3,0.0,0.0,458.0,3.7,19.0,138.9,0.7,False,,1.5,,,,,,,,,,50.0,Neutral
Cody Schrader,RB,DEN,0.3,0.0,0.0,457.6,3.1,22.0,159.7,0.7,False,,1.5,,,,,,,,,,52.1,Neutral
Jakobie Keeney-James,WR,GB,0.5,0.0,0.0,12.4,0.1,43.7,522.6,3.2,False,,1.5,,,,,,,,,,44.8,Neutral
Jalen Royals,WR,KC,0.5,0.0,0.0,12.4,0.1,44.2,513.3,3.3,False,,1.5,,,,,,,,,,43.8,Neutral
Dyami Brown,WR,WAS,0.1,0.0,0.0,31.8,0.1,41.7,476.2,3.8,False,,1.5,,,,,,,,,,42.7,Neutral
Josh Williams,RB,TB,0.3,0.0,0.0,470.4,3.2,20.0,145.3,0.7,False,,1.5,,,,,,,,,,39.6,Neutral
Tyler Scott,WR,LA,0.5,0.0,0.0,12.8,0.1,43.0,517.6,3.3,False,,1.5,,,,,,,,,,56.2,Neutral
Andrei Iosivas,WR,CIN,0.1,0.0,0.0,11.9,0.1,39.1,507.0,3.8,False,,1.5,,,,,,,,,,70.3,Easy
Jayden Higgins,WR,HOU,0.1,0.0,0.0,3.6,0.0,39.6,498.3,4.1,False,,1.5,129.9,10.3,132.8,10.9,137.1,11.3,136.1,12.2,8.0,41.7,Neutral
Pat Bryant,WR,DEN,0.2,0.0,0.0,5.2,0.0,46.1,564.4,2.4,False,,1.5,,,,,,,,,,43.8,Neutral
Jacob Cowing,WR,SF,0.4,0.0,0.0,19.9,0.1,40.4,536.1,3.0,False,,1.5,,,,,,,,,,25.5,Tough
Dalton Schultz,TE,HOU,0.1,0.0,0.0,0.5,0.0,54.6,524.2,2.3,False,,1.5,,,,,157.5,28.2,166.2,8.9,8.0,35.4,Neutral
Roschon Johnson,RB,CHI,0.1,0.0,0.0,301.3,6.5,17.7,125.1,0.5,False,,1.5,,,,,,,,,,50.0,Neutral
Devaughn Vele,WR,NO,0.1,0.0,0.0,2.9,0.0,43.1,511.2,3.4,False,,1.5,,,,,,,,,,60.4,Neutral
Jalen Tolbert,WR,MIA,0.1,0.0,0.0,2.3,0.0,39.8,479.5,4.2,False,,1.5,,,,,,,,,,34.4,Tough
Mark Andrews,TE,BAL,0.1,0.0,0.0,17.6,0.3,40.1,395.0,5.0,False,,1.5,131.7,16.9,138.4,20.8,145.0,19.8,126.5,14.5,13.0,77.1,Easy
Nate Carter,RB,ATL,0.3,0.0,0.0,487.2,3.0,17.7,129.2,0.7,False,,1.5,,,,,,,,,,62.5,Neutral
Brian Robinson,RB,ATL,0.1,0.0,0.0,499.8,4.0,12.9,85.5,0.6,False,,1.5,150.5,18.3,,,164.0,22.8,138.4,16.3,11.0,62.5,Neutral
Audric Estimé,RB,NO,0.1,0.0,0.0,469.2,3.0,19.2,146.2,0.5,False,,1.5,,,,,,,,,,66.7,Easy
Theo Wease Jr.,WR,MIA,0.4,0.0,0.0,8.7,0.0,37.6,534.9,3.1,False,,1.5,122.5,8.1,128.5,13.0,138.5,5.9,140.4,6.8,6.0,34.4,Tough
Coleman Owen,WR,IND,0.5,0.0,0.0,12.6,0.1,40.8,502.0,3.2,False,,1.5,,,,,,,,,,44.8,Neutral
De'Zhaun Stribling,WR,SF,0.0,0.0,0.0,0.0,0.0,39.0,530.3,3.2,True,15.0,1.5,154.3,16.1,148.8,14.4,156.6,16.9,147.1,12.6,8.0,25.5,Tough
Pat Freiermuth,TE,PIT,0.1,0.0,0.0,0.6,0.0,44.3,475.6,3.5,False,,1.5,,,,,,,,,,46.9,Neutral
Marvin Mims Jr.,WR,DEN,0.1,0.0,0.0,61.3,0.3,43.0,456.6,2.6,False,,1.5,,,,,,,,,,43.8,Neutral
Malik Cunningham,WR,DET,0.5,0.0,0.0,23.8,0.1,39.9,490.4,3.1,False,,1.5,,,,,,,,,,53.1,Neutral
Josh Palmer,WR,BUF,0.1,0.0,0.0,2.9,0.0,41.4,563.7,2.2,False,,1.5,,,,,,,,,,47.9,Neutral
Jared Wayne,WR,HOU,0.5,0.0,0.0,11.7,0.1,41.3,501.5,3.0,False,,1.5,,,,,,,,,,41.7,Neutral
Jordan Watkins,WR,SF,0.4,0.0,0.0,11.4,0.1,40.4,499.2,3.1,False,,1.5,,,,,,,,,,25.5,Tough
Max Brosmer,QB,MIN,1488.8,7.5,8.6,113.4,1.1,0.1,0.4,0.0,False,,1.5,,,,,,,,,,84.4,Easy
Colston Loveland,TE,CHI,0.2,0.0,0.0,2.3,0.0,41.8,474.5,3.6,False,,1.5,73.9,8.9,67.5,7.7,60.8,9.7,82.1,11.3,10.0,31.2,Tough
Germie Bernard,WR,PIT,0.0,0.0,0.0,0.0,0.0,38.3,521.3,3.1,True,15.0,1.5,155.8,22.6,,,166.2,12.2,167.2,10.1,9.0,72.4,Easy
Riley Leonard,QB,IND,1319.8,8.0,5.8,94.5,1.2,0.1,0.3,0.0,False,,1.5,,,,,,,,,,58.3,Neutral
Trey Benson,RB,ARI,0.1,0.0,0.0,474.7,1.6,24.5,161.9,0.7,False,,1.5,,,,,,,,,,68.8,Easy
Jason Brownlee,WR,KC,0.5,0.0,0.0,12.3,0.1,39.9,490.1,3.1,False,,1.5,,,,,,,,,,43.8,Neutral
Emanuel Wilson,RB,SEA,0.1,0.0,0.0,518.6,3.6,11.4,76.5,0.4,False,,1.5,,,,,,,,,,59.4,Neutral
Kendric Pryor,WR,CIN,0.5,0.0,0.0,12.1,0.1,40.2,489.8,3.0,False,,1.5,,,,,,,,,,70.3,Easy
Xavier Legette,WR,CAR,0.1,0.0,0.0,12.5,0.1,40.9,441.8,3.7,False,,1.5,,,,,,,,,,33.3,Tough
Christian Kirk,WR,SF,0.1,0.0,0.0,3.4,0.0,45.4,494.1,2.7,False,,1.5,,,,,183.6,15.3,,,8.0,25.5,Tough
Mitchell Tinsley,WR,CIN,0.2,0.0,0.0,6.3,0.0,31.6,403.7,5.3,False,,1.5,,,,,,,,,,70.3,Easy
Jaydon Blue,RB,DAL,0.2,0.0,0.0,491.9,3.0,14.6,106.0,0.5,False,,1.5,,,,,155.2,44.0,,,14.0,43.8,Neutral
Isiah Pacheco,RB,DET,0.1,0.0,0.0,519.1,1.8,17.8,115.0,0.8,False,,1.5,150.8,16.6,144.2,19.5,147.7,18.7,146.4,19.3,6.0,58.3,Neutral
Nick Mullens,QB,JAX,1132.2,7.1,3.5,127.7,1.4,0.1,0.3,0.0,False,,1.5,,,,,,,,,,66.7,Easy
Calvin Austin III,WR,NYG,0.1,0.0,0.0,2.4,0.0,38.6,496.1,3.1,False,,1.5,,,,,,,,,,75.0,Easy
Jaret Patterson,RB,LAC,0.2,0.0,0.0,447.6,3.6,15.1,104.3,0.5,False,,1.5,,,,,,,,,,56.2,Neutral
Oronde Gadsden II,TE,LAC,0.2,0.0,0.0,0.9,0.0,40.6,486.8,3.0,False,,1.5,,,,,150.7,37.0,,,7.0,63.5,Neutral
Omar Cooper Jr.,WR,NYJ,0.0,0.0,0.0,7.0,0.0,38.4,489.5,3.0,True,12.0,1.5,168.9,9.0,160.3,12.4,165.4,15.3,153.0,16.8,13.0,30.2,Tough
DJ Giddens,RB,IND,0.2,0.0,0.0,455.7,3.2,15.5,113.2,0.5,False,,1.5,,,,,,,,,,68.8,Easy
Jonathon Brooks,RB,CAR,0.3,0.0,0.0,410.1,2.7,20.5,150.7,0.7,False,,1.5,121.1,17.4,112.2,17.5,109.4,16.3,136.2,18.8,5.0,41.7,Neutral
Darius Slayton,WR,NYG,0.1,0.0,0.0,4.6,0.0,38.4,536.4,2.2,False,,1.5,,,,,183.5,26.0,,,8.0,75.0,Easy
T.J. Hockenson,TE,MIN,0.1,0.0,0.0,2.3,0.0,49.0,457.4,2.6,False,,1.5,,,,,146.5,26.2,,,6.0,76.0,Easy
Isaiah Likely,TE,NYG,0.1,0.0,0.0,0.7,0.0,40.9,442.1,3.5,False,,1.5,132.8,15.8,137.2,20.5,133.1,19.2,143.2,14.7,8.0,42.7,Neutral
Bub Means,WR,NO,0.3,0.0,0.0,8.2,0.0,40.1,501.5,2.4,False,,1.5,,,,,,,,,,60.4,Neutral
Chimere Dike,WR,TEN,0.1,0.0,0.0,34.9,0.2,41.0,413.5,3.1,False,,1.5,,,,,,,120.2,25.1,9.0,78.1,Easy
AJ Barner,TE,SEA,0.1,0.0,0.0,14.0,0.3,39.4,378.6,4.0,False,,1.5,,,,,165.8,11.1,,,11.0,37.5,Neutral
Alvin Kamara,RB,NO,0.1,0.0,0.0,399.7,1.7,26.4,181.7,0.5,False,,1.5,148.6,20.3,144.0,19.1,134.1,17.9,151.5,20.7,8.0,66.7,Easy
Brady Russell,RB,SEA,0.3,0.0,0.0,401.4,2.8,19.0,138.9,0.7,False,,1.5,,,,,,,,,,59.4,Neutral
Devontez Walker,WR,BAL,0.2,0.0,0.0,6.9,0.0,31.8,461.2,3.6,False,,1.5,,,,,,,,,,39.6,Neutral
Darius Cooper,WR,PHI,0.3,0.0,0.0,8.5,0.0,40.4,476.7,2.6,False,,1.5,,,,,,,,,,27.1,Tough
Gunner Olszewski,WR,NYG,44.8,1.4,0.0,6.8,0.0,33.8,436.2,2.6,False,,1.5,,,,,,,,,,75.0,Easy
Devin Neal,RB,NO,0.2,0.0,0.0,408.5,2.2,24.2,166.9,0.2,False,,1.5,,,,,,,,,,66.7,Easy
Kenyon Sadiq,TE,NYJ,0.0,0.0,0.0,0.0,0.0,34.9,471.0,3.2,True,11.0,1.5,,,151.7,16.7,158.8,18.5,130.4,32.0,13.0,62.5,Neutral
Ainias Smith,WR,CAR,0.4,0.0,0.0,24.8,0.1,38.7,426.3,3.1,False,,1.5,,,,,,,,,,33.3,Tough
Ben VanSumeren,RB,BUF,0.3,0.0,0.0,382.3,2.6,20.5,144.9,0.8,False,,1.5,,,,,,,,,,44.8,Neutral
Nikko Remigio,WR,KC,0.4,0.0,0.0,21.2,0.1,35.7,465.8,2.7,False,,1.5,,,,,,,,,,43.8,Neutral
Tez Johnson,WR,TB,0.2,0.0,0.0,29.3,0.1,34.0,404.7,3.7,False,,1.5,,,,,,,,,,58.3,Neutral
Elic Ayomanor,WR,TEN,0.1,0.0,0.0,3.4,0.0,37.3,465.7,2.9,False,,1.5,,,,,,,,,,78.1,Easy
Michael Bandy,WR,DEN,0.4,0.0,0.0,9.6,0.0,36.7,452.3,3.0,False,,1.5,,,,,,,,,,43.8,Neutral
Cody White,WR,SEA,0.3,0.0,0.0,8.4,0.0,33.3,482.9,2.8,False,,1.5,,,,,,,,,,38.0,Neutral
Tom Kennedy,WR,DET,0.4,0.0,0.0,9.4,0.0,38.8,456.2,2.7,False,,1.5,,,,,,,,,,53.1,Neutral
Hendon Hooker,QB,TEN,1117.1,6.9,3.1,99.1,1.0,0.1,0.3,0.0,False,,1.5,,,,,,,,,,64.6,Neutral
Britain Covey,WR,PHI,0.3,0.0,0.0,8.4,0.0,40.2,442.6,2.8,False,,1.5,,,,,,,,,,27.1,Tough
Jerome Ford,RB,WAS,0.1,0.0,0.0,303.2,1.8,36.6,208.2,0.3,False,,1.5,,,,,,,,,,30.2,Tough
Tahj Washington,WR,MIA,0.4,0.0,0.0,9.8,0.1,36.7,452.1,2.8,False,,1.5,,,,,,,,,,34.4,Tough
Jalen Milroe,QB,SEA,1098.6,7.2,3.1,92.8,1.0,0.1,0.3,0.0,False,,1.5,,,,,,,,,,32.3,Tough
Michael Carter,RB,TEN,0.1,0.0,0.0,298.3,1.4,31.4,236.8,0.7,False,,1.5,,,,,,,,,,41.7,Neutral
Corey Kiner,RB,ARI,0.2,0.0,0.0,406.3,2.6,17.9,130.5,0.6,False,,1.5,,,,,,,,,,68.8,Easy
Malik Davis,RB,DAL,0.2,0.0,0.0,420.2,3.7,11.8,86.9,0.4,False,,1.5,,,,,,,,,,43.8,Neutral
Ray Davis,RB,BUF,0.1,0.0,0.0,401.8,1.7,15.5,128.4,1.7,False,,1.5,,,,,154.0,20.0,,,7.0,44.8,Neutral
KC Concepcion,WR,CLE,0.0,0.0,0.0,6.5,0.0,35.9,457.0,2.8,True,12.0,1.5,126.5,9.1,127.7,11.2,130.7,9.8,133.3,13.1,11.0,83.3,Easy
Dawson Knox,TE,BUF,0.1,0.0,0.0,0.7,0.0,36.1,406.9,3.7,False,,1.5,,,,,,,,,,62.5,Neutral
Charlie Jones,WR,CIN,0.4,0.0,0.0,10.8,0.1,36.2,439.4,2.8,False,,1.5,,,,,,,,,,70.3,Easy
Justice Hill,RB,BAL,0.1,0.0,0.0,218.8,1.9,30.5,246.7,1.2,False,,1.5,,,,,165.6,8.5,,,13.0,57.3,Neutral
Ronnie Bell,WR,NO,0.3,0.0,0.0,8.1,0.0,34.5,419.6,3.4,False,,1.5,,,,,,,,,,60.4,Neutral
Dylan Drummond,WR,ATL,0.4,0.0,0.0,8.8,0.0,39.1,431.4,2.8,False,,1.5,,,,,,,,,,59.4,Neutral
Elijah Moore,WR,PHI,0.1,0.0,0.0,30.9,0.2,44.4,470.1,1.1,False,,1.5,,,,,,,,,,27.1,Tough
Chris Collier,RB,LV,0.3,0.0,0.0,387.3,2.6,18.5,129.3,0.6,False,,1.5,,,,,,,,,,51.0,Neutral
Tyrell Shavers,WR,BUF,0.2,0.0,0.0,5.8,0.0,35.8,513.6,1.7,False,,1.5,,,,,,,,,,47.9,Neutral
Lil'Jordan Humphrey,WR,DEN,0.1,0.0,0.0,3.3,0.0,36.8,416.7,3.2,False,,1.5,,,,,,,,,,43.8,Neutral
Xavier Restrepo,WR,TEN,0.4,0.0,0.0,9.2,0.1,35.4,440.1,2.7,False,,1.5,,,,,,,,,,78.1,Easy
Quentin Skinner,WR,NYJ,0.4,0.0,0.0,10.6,0.1,35.7,436.2,2.7,False,,1.5,,,,,,,,,,30.2,Tough
Emari Demercado,RB,KC,0.1,0.0,0.0,439.1,1.0,18.9,137.9,1.0,False,,1.5,,,,,169.6,18.3,140.0,8.4,5.0,32.3,Tough
Harold Fannin Jr.,TE,CLE,0.2,0.0,0.0,9.6,0.2,41.5,414.4,2.4,False,,1.5,110.2,13.2,85.6,8.5,82.8,10.4,108.3,12.8,11.0,40.6,Neutral
Jaylen Wright,RB,MIA,0.1,0.0,0.0,457.5,2.6,11.9,87.3,0.4,False,,1.5,,,,,,,,,,45.8,Neutral
Olamide Zaccheaus,WR,ATL,0.1,0.0,0.0,15.3,0.1,40.9,404.2,2.5,False,,1.5,,,,,,,,,,59.4,Neutral
Mike Gesicki,TE,CIN,0.1,0.0,0.0,0.5,0.0,39.7,408.7,2.8,False,,1.5,,,,,,,,,,51.0,Neutral
Tim Jones,WR,JAX,0.3,0.0,0.0,9.1,0.0,35.2,441.0,2.5,False,,1.5,,,,,,,,,,62.5,Neutral
